ID,Price,SquareFootage,NumBathrooms,NumBedrooms,BackyardSpace,CrimeRate,SchoolRating,AgeOfHome,DistanceToCityCenter,EmploymentRate,PropertyTaxRate,RenovationQuality,LocalAmenities,TransportAccess,Fireplace,HouseColor,Garage,Floors,Windows,PreviousSalePrice,IsLuxury
1832,-0.0536626280590774,1457.95,1.5512487985921328,-1.9655898002294858,354.82,43.05,4.2,8.84,11.68,86.92,1.15,4.17,10.0,8.84,No,White,No,1,7,264830.6692,1
1834,0.5137681971711058,1171.95,-0.2860903413494673,-0.008388007682344774,825.6,34.49,2.95,19.95,16.35,89.01,0.96,2.86,7.26,8.9,Yes,Red,No,1,23,476817.2944,1
1835,2.280108682804612,1481.17,0.2668992288221581,-0.008388007682344774,866.11,22.61,5.04,9.44,17.45,99.9,1.12,7.69,7.34,7.12,No,Green,No,1,17,514886.6573,1
1836,0.14553850487342165,999.38,-0.3086467774522416,-0.008388007682344774,502.84,0.89,4.54,54.68,10.27,92.1,1.65,3.66,8.29,5.31,No,Yellow,No,1,26,293092.5038,1
1839,0.45071555288037174,1321.69,0.9824011519184375,0.9702128885912258,453.1,3.26,8.75,25.95,6.75,99.9,1.04,6.73,5.61,3.83,Yes,White,Yes,1,10,460344.4671,1
1841,1.7977777616921633,1519.21,-0.3410454941772851,-0.008388007682344774,593.97,26.52,7.96,11.58,11.8,95.02,1.44,5.69,4.94,7.44,No,Blue,Yes,2,25,446155.9681,1
1842,1.245579469611031,1301.59,2.2821219293961077,-0.008388007682344774,881.71,19.98,8.29,64.23,13.06,99.41,1.59,6.44,10.0,5.87,Yes,Green,No,1,15,466886.2488,1
1843,1.6069771766179872,708.08,1.468476038943041,0.9702128885912258,137.97,43.05,6.8,18.24,4.28,86.32,1.38,7.62,7.56,6.41,No,Yellow,Yes,1,10,447525.0981,1
1844,1.3959551998496609,1654.8,0.6695950891199743,0.9702128885912258,136.9,4.76,10.0,73.35,27.95,97.19,1.89,4.75,10.0,7.06,No,Green,No,1,8,415539.0532,1
1845,0.31771625961444355,925.34,1.1577814840655647,-0.9869889039559153,1061.66,52.86,5.93,2.24,24.26,93.22,1.68,6.6,5.8,4.24,No,Blue,Yes,1,21,185520.2738,1
1846,-0.022103261424000018,1113.69,-0.5141391706147787,-0.008388007682344774,4.58,30.4,8.15,33.55,24.88,99.9,1.33,5.29,7.73,5.27,No,White,No,1,19,329354.5238,1
1848,2.5638511044561185,1722.32,1.0328920020299872,1.9488137848647964,311.95,31.43,10.0,49.38,4.62,98.61,2.0,6.85,5.59,5.96,No,Blue,No,1,14,633212.6247,1
1849,0.38500012160271835,550.0,0.7088461592677237,-0.9869889039559153,938.59,32.45,7.9,14.3,15.94,98.03,0.58,5.75,8.38,7.18,No,Green,No,1,14,237288.4588,1
1850,0.8081087396225963,1672.6,0.12908960233800787,-0.008388007682344774,744.28,11.36,9.14,45.94,20.19,87.49,1.23,7.37,1.08,5.36,No,White,No,1,16,588116.9171,1
1851,0.4472797051053597,1345.5,-1.1878277437103808,-0.008388007682344774,557.4,21.85,7.25,83.95,24.88,99.9,1.07,6.72,5.02,3.93,No,Red,Yes,1,15,233284.6455,1
1853,0.7853858087014534,1967.05,0.10520878765974115,-0.008388007682344774,1080.25,23.29,9.27,97.49,17.71,83.9,2.25,7.34,5.22,4.15,No,Yellow,No,1,14,271684.6067,1
1854,0.3819100767325204,734.98,0.6931200837694873,0.9702128885912258,757.53,24.24,5.29,33.47,10.43,92.73,0.73,5.59,5.0,4.25,No,Blue,Yes,2,29,357857.4505,1
1855,-0.06722160652632188,1178.14,0.5249210440295016,-0.008388007682344774,408.17,64.52,5.68,29.01,22.72,88.16,1.12,4.58,9.78,10.0,Yes,Red,No,1,19,218103.8605,1
1856,1.6017115549467382,1639.48,0.022151280438393678,-0.008388007682344774,347.81,29.9,10.0,6.69,3.95,95.04,1.63,6.88,4.04,4.34,No,White,No,1,10,452424.4524,1
1857,0.07047520730135501,1467.32,-1.0126680736087852,-0.008388007682344774,556.03,11.02,7.79,49.6,19.82,94.79,1.55,5.6,1.98,4.68,No,Red,No,2,39,505096.9148,1
1858,0.8479749364389791,902.17,0.08331211090497428,0.9702128885912258,470.33,34.68,7.95,29.77,31.03,95.08,1.7,5.25,8.37,4.63,No,Blue,No,2,24,318858.4163,1
1859,0.22077438058193186,851.21,0.3336430161813731,0.9702128885912258,256.07,28.03,8.69,66.03,10.15,91.92,1.87,4.27,4.52,4.53,No,Green,No,1,16,385796.39,1
1862,0.35253455393117783,1056.76,0.06463697570956267,0.9702128885912258,420.14,38.95,5.3,25.63,12.3,90.44,1.96,3.86,6.98,6.64,No,Red,No,1,13,292515.0764,1
1863,0.09233783739770658,862.05,-0.869667781929188,0.9702128885912258,869.53,39.39,8.65,29.08,24.69,96.17,1.58,3.04,5.92,6.91,Yes,Yellow,No,1,13,212183.1759,1
1866,0.7201175283955523,1682.22,0.19686075394050784,0.9702128885912258,645.04,50.54,7.87,61.59,31.47,93.81,1.25,5.98,1.57,0.68,No,Green,No,2,14,465748.3576,1
1869,-0.15458321269102912,927.64,-0.01837326291084979,-0.008388007682344774,339.42,39.61,7.89,7.24,3.39,98.52,0.67,1.86,6.41,7.29,No,White,No,1,6,320678.213,1
1870,1.6795155756344462,1095.74,2.339994057687607,0.9702128885912258,493.76,70.56,8.79,83.88,1.84,99.9,2.07,9.88,8.56,5.19,Yes,Red,Yes,1,5,543190.5624,1
1875,0.0884220075963835,583.7,0.942287854741234,0.9702128885912258,260.14,8.83,10.0,55.97,23.17,98.66,1.78,4.73,1.63,8.37,Yes,Green,Yes,1,14,263632.0554,1
1876,0.19592079280138333,2063.7,0.39291203908539507,-0.008388007682344774,686.76,81.49,3.7,83.97,46.16,89.97,2.18,5.46,3.83,6.5,No,White,Yes,1,14,529380.1624,1
1877,0.10095240910264555,1112.35,-0.3627565726702317,1.9488137848647964,90.84,47.89,4.76,71.92,20.59,94.69,2.26,3.91,2.53,6.09,No,Green,No,2,42,408403.8883,1
1878,1.2470839090668133,1344.58,1.0136435606374599,0.9702128885912258,498.07,74.67,7.65,73.69,4.62,89.34,1.12,2.54,7.43,5.34,No,Red,No,1,14,376722.9857,1
1879,4.923950070833923,2031.17,1.9788441658295417,1.9488137848647964,351.68,17.64,10.0,59.23,19.47,98.26,0.7,9.63,4.75,4.95,No,Blue,Yes,1,7,752047.8367,1
1882,1.7427646974710764,1941.32,-0.7018159395802047,0.9702128885912258,423.72,36.91,3.9,8.42,3.74,92.0,1.46,6.08,3.2,6.3,No,Green,No,2,19,500964.744,1
1884,0.645863989804754,1965.06,0.4913587740989824,0.9702128885912258,438.83,14.38,6.81,120.75,3.47,93.05,1.69,4.47,5.78,7.38,Yes,White,Yes,1,11,524467.4484,1
1885,0.07519957740585584,1086.8,-0.7481567959274036,0.9702128885912258,22.8,37.82,9.72,21.41,9.79,88.0,1.94,7.09,2.86,6.58,Yes,Red,Yes,1,18,296534.3624,1
1886,0.3547437955490653,1303.24,0.5471614199859383,-0.9869889039559153,354.73,44.55,7.82,43.6,23.53,94.46,1.45,4.93,5.19,6.81,No,Blue,No,2,21,287647.0584,1
1889,-0.04067598877093239,638.38,-0.6988300491567472,0.9702128885912258,710.83,46.29,10.0,101.86,1.33,95.93,1.59,8.61,6.79,6.33,Yes,Blue,Yes,1,21,262166.6519,1
1890,0.7691271286222132,1798.99,-0.6534842922405382,-0.9869889039559153,743.83,36.45,5.38,14.89,2.53,98.09,1.16,2.83,5.02,4.18,No,Yellow,No,2,34,267534.5034,1
1894,0.2665669343646869,873.22,0.3139624129721841,-0.008388007682344774,246.33,34.65,7.29,12.23,8.43,91.47,2.38,6.4,5.36,7.53,Yes,Blue,Yes,1,20,325789.511,0
1895,0.23034812786142742,1095.56,-1.1878277437103808,0.9702128885912258,555.43,61.97,10.0,38.2,11.87,99.9,1.69,4.12,0.06,3.0,Yes,Blue,Yes,1,17,286350.5692,0
1896,-0.12463285475130792,1403.27,-1.1065624747904566,-1.9655898002294858,97.43,8.96,5.9,8.67,11.59,88.55,1.38,5.75,6.47,5.34,Yes,White,Yes,1,15,141295.1188,1
1901,0.3604885461719626,695.55,0.6512520593372771,-0.008388007682344774,390.79,17.03,8.66,12.09,8.44,88.05,2.15,9.26,5.19,8.68,No,Blue,No,1,21,337599.7862,1
1905,1.0854329698045628,1438.56,0.6554789618229813,-0.008388007682344774,516.27,27.02,10.0,102.49,22.85,92.65,1.51,7.52,5.34,4.71,No,White,No,1,12,683446.9625,1
1907,1.3092738065193,1543.04,0.5483922723908711,-0.008388007682344774,602.32,56.85,5.71,57.33,2.73,96.23,1.9,8.17,6.3,8.33,Yes,Red,No,1,7,636907.7521,1
1908,0.5725591401634388,1171.54,-1.1878277437103808,0.9702128885912258,739.56,22.8,9.08,53.26,10.98,93.34,0.28,6.53,10.0,9.49,No,Yellow,No,1,12,415743.0665,1
1910,0.0585088852668969,550.0,-0.4360989309447749,0.9702128885912258,278.61,64.42,5.56,8.98,21.31,91.79,2.57,4.5,9.23,6.33,No,Green,No,1,11,187980.6778,1
1913,1.0939486547727388,1713.51,-0.09139886497076959,-0.008388007682344774,609.06,74.91,8.88,39.23,33.62,97.46,1.72,7.36,5.01,6.54,No,Blue,Yes,1,7,479096.8381,1
1914,0.10597211485419965,1064.35,-1.1878277437103808,-0.008388007682344774,176.48,1.84,5.97,116.26,12.47,96.19,2.04,5.86,10.0,8.67,No,Red,Yes,2,6,252051.5679,1
1917,-0.0421891141383698,605.16,0.6080630001870249,-0.9869889039559153,105.74,28.95,4.91,29.46,21.95,85.67,1.13,3.82,2.03,4.9,No,Green,Yes,1,18,232039.8008,1
1918,2.0923788728360355,1219.26,0.8259430266619111,1.9488137848647964,349.82,22.94,6.47,6.46,3.39,93.86,1.37,5.47,7.41,7.46,No,Green,No,1,19,574194.7758,1
1921,0.1542027240586734,606.62,0.00334425972559129,-0.008388007682344774,547.12,2.16,5.58,23.86,1.3,85.3,2.17,1.82,2.67,4.37,No,White,No,1,12,293734.9646,1
1924,0.0009987756110317338,2041.61,-0.5871720378218119,-0.008388007682344774,831.25,50.41,10.0,55.21,2.53,99.9,1.4,8.78,1.1,2.74,Yes,Yellow,No,1,15,356521.9718,1
1925,0.2668584967712713,907.53,-1.1878277437103808,0.9702128885912258,179.96,11.45,2.2,30.71,43.65,93.41,1.16,3.76,4.73,7.83,No,White,No,1,18,312866.7114,1
1926,0.6973068972701917,1026.67,0.42591373362427465,0.9702128885912258,273.07,53.39,5.62,2.55,26.14,95.46,1.51,5.9,3.64,5.56,No,Blue,No,1,31,344233.8279,1
1928,3.7065255729567244,1564.82,2.012008772893418,-0.008388007682344774,589.2,40.21,8.81,39.67,15.11,98.95,1.72,7.96,5.94,7.61,Yes,Red,No,1,7,932061.4317,1
1930,-0.17368475309685935,1165.91,0.19556268947588848,-0.008388007682344774,421.65,2.2,6.9,69.4,37.51,96.08,1.49,2.53,3.17,4.59,No,Green,Yes,1,20,352907.8768,1
1932,2.3426917311365174,1651.19,2.9435204132282444,1.9488137848647964,495.88,5.83,8.37,17.33,15.76,99.9,1.17,8.63,4.43,5.4,No,Yellow,No,1,19,1142998.795,1
1938,0.7173889181409931,696.81,-0.739247921878515,0.9702128885912258,743.16,54.19,5.77,41.2,1.89,93.05,2.19,4.83,0.33,5.16,Yes,Red,No,1,11,258473.8427,1
1939,2.732347705507423,1267.94,0.4471267138411244,1.9488137848647964,791.68,31.16,8.24,60.93,15.49,94.4,1.29,7.26,9.28,7.15,Yes,Blue,No,1,22,483860.74,1
1940,1.8049712375378522,2129.37,0.4523244142606761,-0.9869889039559153,686.11,20.33,7.8,48.01,17.55,96.41,1.3,6.5,4.05,6.02,No,Yellow,No,1,11,349484.5501,1
1941,0.46894154500045376,1929.33,-0.7739713386969976,0.9702128885912258,647.55,59.68,9.81,24.92,25.89,98.35,1.04,5.29,8.39,6.99,No,Red,No,1,16,681394.5093,1
1945,0.7281745315662219,1741.57,-0.1214969657750293,-0.9869889039559153,668.65,69.17,2.9,2.75,7.36,89.24,0.53,4.92,6.53,7.05,Yes,Blue,Yes,1,15,308510.9495,1
1948,3.354209082148347,2076.37,1.1685932292782082,0.9702128885912258,14.98,27.11,7.4,67.45,1.32,92.52,0.62,7.4,7.34,6.74,No,Yellow,No,1,20,634823.5457,1
1952,0.594178329655101,1109.92,1.3168999014689335,0.9702128885912258,433.56,48.72,7.28,23.01,32.78,99.7,0.98,8.21,9.1,8.44,Yes,Yellow,Yes,1,10,509201.5224,0
1953,-0.002124002419910687,550.0,1.0420236536260594,-0.008388007682344774,859.58,0.76,9.43,64.25,13.59,91.93,1.94,3.06,0.24,5.84,Yes,Green,No,1,14,282524.7182,1
1954,0.1290052353102645,1317.76,2.1968865200480754,0.9702128885912258,929.56,48.61,8.49,47.21,7.88,98.38,1.96,7.25,9.23,6.8,No,Green,No,1,8,526715.4522,1
1955,0.036649744052793615,1186.79,-0.7482261150897286,-1.9655898002294858,369.28,12.74,7.92,83.62,9.18,97.92,1.7,5.94,9.85,6.06,No,Blue,Yes,1,11,185083.2125,1
1957,0.36876306739905035,1173.3,-0.1703860336266999,0.9702128885912258,251.69,7.44,10.0,36.68,8.96,99.9,1.04,7.64,7.44,6.55,No,Green,No,2,28,360866.5817,1
1958,0.4313150953789809,2336.4,-1.1878277437103808,-0.008388007682344774,57.32,32.48,9.94,41.32,8.27,94.81,1.66,8.65,8.53,9.1,Yes,Red,Yes,1,14,394315.6397,1
1960,0.41580104825706243,836.53,-0.8229059680500075,0.9702128885912258,668.59,27.08,10.0,39.0,9.35,96.55,1.33,5.47,9.04,6.64,No,Blue,No,1,7,297374.3092,1
1962,0.7470660924052395,1003.46,-0.7515957354654735,0.9702128885912258,307.94,22.64,7.22,55.32,7.32,90.16,1.85,5.03,5.1,9.95,No,Blue,No,1,11,395058.8132,1
1963,1.1329541918203463,1659.0,0.35423623945416083,0.9702128885912258,329.73,13.69,8.55,58.54,12.87,87.3,2.2,7.14,8.4,7.24,No,White,Yes,1,11,586801.0909,1
1967,-0.00872160328264192,1044.76,-0.820658016046779,-0.008388007682344774,394.2,15.61,4.38,47.25,26.91,96.11,1.91,4.38,4.08,8.42,No,Yellow,No,1,23,177123.8107,1
1968,0.959131622556171,1910.04,-0.3501982902911115,-0.008388007682344774,498.54,8.05,7.69,70.08,8.91,87.76,2.5,5.51,1.76,6.37,No,Blue,No,1,19,538517.9078,1
1969,1.1287830303127078,1122.12,2.477588608520415,0.9702128885912258,799.18,27.9,6.13,51.51,0.87,99.33,1.02,7.24,4.58,5.71,No,White,No,2,40,458225.9675,1
1970,0.31290352935491195,1816.71,0.034889950541021876,-0.9869889039559153,372.31,45.29,8.26,44.46,25.93,99.9,1.39,4.61,8.16,6.93,No,Yellow,No,1,7,249311.9329,1
1971,0.23277221643310025,1667.57,0.20449110383085606,-0.9869889039559153,725.07,9.92,7.56,30.02,19.82,90.39,2.09,6.26,2.5,3.55,No,Blue,Yes,1,24,312225.9114,0
1975,0.5504361411579995,550.0,1.0858794989494103,0.9702128885912258,445.98,55.22,9.02,17.84,7.37,96.91,1.72,6.26,0.91,5.32,No,White,No,1,14,321653.8463,1
1976,0.08273654000204282,755.0,-0.21610137130623042,0.9702128885912258,807.85,7.79,8.01,28.54,13.8,86.16,0.76,4.49,5.5,5.95,Yes,Green,No,1,17,256993.8289,1
1978,0.10438671188685475,1176.95,-0.2427904141644911,0.9702128885912258,139.33,34.12,6.77,56.68,2.56,96.15,1.51,5.86,6.06,2.76,No,Red,Yes,1,20,369900.5263,1
1979,2.7992618432052687,1432.2,0.5923230568667914,0.9702128885912258,981.5,33.01,6.95,35.44,5.12,93.41,1.75,7.66,5.44,8.98,No,Green,No,1,10,637977.8086,1
1980,0.87762962709138,1066.78,0.18839901085098917,1.9488137848647964,323.34,18.99,10.0,11.08,19.44,99.85,1.24,6.3,6.06,7.13,No,Green,No,1,10,486263.6323,1
1981,0.10344660362982559,1055.34,-0.3364219440557558,-0.008388007682344774,671.96,24.08,6.08,79.67,25.55,95.6,1.72,2.85,8.8,8.22,No,Green,Yes,1,10,244375.9703,1
1982,0.5794139160663402,1191.59,-0.10954811375225346,-0.008388007682344774,324.28,45.84,5.56,1.26,31.09,99.9,2.29,4.76,10.0,8.27,No,White,Yes,2,27,328892.3425,0
1985,1.013010425785925,550.0,0.9844855761688933,-0.008388007682344774,575.86,19.36,7.51,34.74,1.94,95.16,1.86,4.0,5.02,6.47,No,Red,No,2,25,378468.1718,1
1987,0.9394454776089121,1923.15,0.5344182784582301,-0.008388007682344774,379.09,33.33,6.83,74.08,27.51,88.68,2.21,4.93,9.03,6.72,No,Blue,No,2,39,332761.3761,1
1993,1.1472224056409783,1191.96,2.428311273149141,-0.9869889039559153,583.2,36.95,6.55,60.19,2.0,90.53,1.92,5.03,6.45,7.15,No,White,No,2,6,367222.3174,1
1999,-0.07816312084460077,1569.16,1.1698662636312203,-0.9869889039559153,819.59,11.91,8.43,122.54,14.02,95.36,1.31,7.51,6.52,4.36,Yes,Red,Yes,1,19,565744.2059,1
2001,1.1264514660458458,997.28,0.8697469219838965,-0.008388007682344774,644.48,25.04,6.36,92.75,14.76,97.71,1.56,5.43,5.52,6.14,No,Yellow,No,1,10,335204.3214,1
2006,-0.008168228199702103,754.45,1.8423101290984143,0.9702128885912258,560.88,19.12,6.5,1.35,16.27,85.21,1.62,4.85,4.14,4.91,No,Blue,No,1,20,536407.88,1
2007,2.027900918590448,1437.56,0.8355547910954688,1.9488137848647964,234.52,16.21,9.02,17.59,19.91,92.89,1.22,4.32,3.85,5.89,No,White,Yes,1,12,456741.2027,1
2008,0.09181755908110517,1351.18,-0.17544210567261675,-0.008388007682344774,477.29,15.57,10.0,38.05,16.75,88.04,1.69,5.25,9.82,4.86,No,Blue,No,1,7,205071.8985,1
2010,1.8377489033407117,1219.04,1.237140956865107,0.9702128885912258,558.18,22.81,6.54,67.8,24.66,91.1,1.62,8.26,1.53,3.05,No,Green,No,1,12,394548.3707,1
2013,-0.0835329434882189,786.1,-0.070939105180129,-0.008388007682344774,708.91,45.49,6.83,28.69,10.89,99.9,1.23,6.65,5.89,8.34,Yes,Red,No,1,10,178601.9997,1
2014,0.09126814636681875,944.88,-0.46728507046948065,-0.008388007682344774,766.44,34.71,6.57,48.98,6.17,97.97,1.39,3.94,2.46,4.27,No,Green,No,2,12,413379.8532,1
2015,0.9876026831016476,1257.36,1.3499193735708281,0.9702128885912258,563.09,29.4,7.66,0.43,36.69,96.26,1.74,7.32,10.0,6.44,Yes,Green,No,1,13,573530.0596,1
2016,0.5698774649980114,1996.98,-0.5045700269777821,-0.008388007682344774,852.19,23.03,10.0,35.86,24.46,90.54,0.6,8.86,7.42,8.48,No,Blue,Yes,1,26,478372.0829,1
2017,1.2495953075993376,2277.23,-0.5005571723140817,-0.008388007682344774,388.04,15.61,7.12,17.03,41.6,88.43,2.13,7.51,9.3,7.41,No,Red,Yes,1,15,365244.7621,1
2018,1.12257170911599,1316.87,-0.6524838436875046,0.9702128885912258,438.96,28.12,7.3,39.9,1.99,90.95,1.49,6.67,4.93,6.05,No,White,No,1,6,312816.2932,1
2021,1.8849873927055376,1287.27,1.3045718413130345,0.9702128885912258,964.39,34.85,7.1,28.68,27.13,99.9,2.07,4.28,6.55,7.67,Yes,Green,No,1,9,635898.9889,1
2022,0.989868835654454,550.0,0.522314720797016,0.9702128885912258,551.02,20.39,7.79,22.03,2.43,99.54,1.17,6.19,6.42,3.46,No,Green,No,1,12,328916.7116,1
2023,0.06680567300798507,1765.85,0.503619949756741,-0.008388007682344774,649.21,47.28,8.83,16.26,15.78,93.78,0.74,4.43,10.0,5.68,No,White,No,1,16,458630.8444,1
2027,-0.15240740880296783,550.0,-0.19682852342888613,0.9702128885912258,1527.6,27.49,6.52,95.47,27.86,97.94,2.05,5.87,6.93,5.68,No,Green,No,1,16,274526.3538,1
2029,1.1409155673857132,1778.42,1.275288175048795,0.9702128885912258,89.94,13.36,8.57,4.34,19.37,99.9,1.32,5.03,1.89,3.75,No,White,No,2,41,579739.6234,1
2030,0.6116549566175833,1291.47,-1.1878277437103808,-0.008388007682344774,259.1,19.63,7.94,64.39,4.13,97.63,1.87,8.61,9.08,9.69,No,White,No,1,18,366209.5049,1
2032,1.4877852097676247,676.49,1.145122272834917,0.9702128885912258,660.64,37.66,9.4,38.02,13.62,92.1,2.2,9.02,6.68,4.21,No,Yellow,Yes,1,16,318813.9003,1
2034,1.2139437857578528,1305.51,-0.1953198673365252,0.9702128885912258,783.75,51.56,9.15,32.58,9.78,96.21,1.33,4.14,1.65,2.96,No,Blue,No,2,17,330388.3901,1
2035,-0.15824774574261993,550.0,1.2267967375175877,0.9702128885912258,823.43,24.37,7.9,62.08,28.0,90.15,2.44,5.2,6.37,6.72,Yes,Blue,No,1,22,312016.1309,1
2037,-0.14126602861413595,550.0,-0.0808591816696061,-0.008388007682344774,444.28,39.87,4.72,108.74,32.68,90.04,1.6,4.11,7.49,6.39,No,Red,No,2,37,169887.516,1
2038,0.9555960056681831,682.85,0.5417375866131086,1.9488137848647964,439.58,51.19,6.76,22.16,3.62,90.37,1.43,3.37,5.72,7.7,No,Green,No,1,25,321299.7182,1
2039,0.4198066693277415,1435.66,-1.1878277437103808,-0.008388007682344774,728.82,23.38,6.95,35.8,19.71,94.96,0.97,6.42,2.87,1.87,No,Green,No,2,30,416145.8491,1
2040,-0.10473392527979622,1133.97,0.24721703714944576,-0.9869889039559153,498.38,12.98,5.94,16.14,10.42,92.23,1.68,4.88,5.39,4.21,No,Yellow,No,1,9,146352.1329,1
2041,0.1487522662140381,651.16,-0.19357140679584195,-0.008388007682344774,669.6,2.35,9.77,21.52,22.68,97.23,1.69,5.59,9.04,8.33,No,White,No,1,24,288953.9379,0
2047,1.3879737027769214,550.0,2.306037446700484,0.9702128885912258,460.68,5.89,7.0,39.25,24.63,85.68,1.57,2.9,6.98,7.83,No,Yellow,Yes,1,12,298631.3698,1
2048,0.628003325410756,600.25,-0.784289816116473,0.9702128885912258,641.45,19.99,6.48,43.35,20.55,92.12,1.78,6.01,9.18,6.61,Yes,Blue,Yes,1,10,262857.0748,0
2050,0.09457260799077655,911.89,0.18046062187267647,-0.9869889039559153,227.28,32.68,5.61,63.38,26.16,87.6,0.69,3.49,5.72,5.02,No,Yellow,No,1,12,230357.3468,1
2051,0.6322899756468442,981.82,0.7074147762039494,-0.008388007682344774,162.99,30.67,5.5,71.99,0.38,99.9,0.77,7.12,1.61,2.64,No,Blue,No,2,12,259858.9736,1
2052,0.4893903766553204,1151.93,1.1191793122908393,-0.008388007682344774,372.65,65.77,4.67,40.2,18.47,91.33,1.88,4.41,7.06,3.6,No,Green,Yes,1,6,279923.4992,1
2054,0.5722711478843087,550.0,0.4524374607896568,-0.008388007682344774,311.49,6.83,5.72,39.72,2.0,99.9,1.47,6.13,7.02,6.07,No,Green,No,1,11,269412.3903,1
2055,0.8905599075124405,1509.24,1.1962538574778794,-0.008388007682344774,2.7,31.43,5.84,3.86,7.35,90.0,1.16,6.9,0.64,6.3,No,Blue,Yes,1,18,447302.8038,1
2058,0.31464884486383987,2003.66,1.4324154518507382,-0.9869889039559153,741.29,23.63,6.51,45.31,14.38,95.57,1.02,7.0,5.67,4.26,No,Green,No,1,19,327674.5587,1
2061,1.849141845991056,831.6,1.720604088594918,0.9702128885912258,721.34,58.13,4.5,16.1,8.93,87.75,1.19,4.92,3.41,4.96,Yes,Yellow,Yes,1,11,440052.2067,1
2065,0.19792704993150692,950.35,0.3766874579588822,-0.008388007682344774,926.39,69.53,5.96,111.62,27.39,95.95,1.97,6.79,4.35,7.4,No,Red,No,1,11,302382.6776,1
2066,-0.14940949266665945,1343.09,-0.4628957048060289,0.9702128885912258,295.45,22.15,7.46,9.5,3.29,90.3,2.06,4.41,7.6,9.54,No,White,No,1,20,415731.7869,1
2069,0.9554467642182483,1169.09,2.1323342328192174,-0.008388007682344774,688.39,54.04,7.94,82.66,9.28,87.71,1.12,4.04,3.95,6.43,No,Green,No,1,11,378119.5744,1
2071,0.5993185526806011,813.78,-0.22106885895145173,0.9702128885912258,561.36,54.84,8.76,23.53,31.5,92.59,0.72,7.03,4.89,5.16,No,Blue,Yes,1,18,439009.5715,1
2073,0.6832382203436232,1079.63,-0.1301445790444463,-0.008388007682344774,200.42,26.78,8.37,35.27,37.03,90.24,1.87,6.03,5.01,5.84,No,Yellow,Yes,1,16,423424.6655,1
2074,1.5065878024444552,1686.78,0.7858524110220243,-0.008388007682344774,321.81,16.01,7.15,99.59,10.52,93.32,2.07,4.88,4.76,3.78,No,White,Yes,2,25,554002.9495,1
2076,0.6327237564546538,1010.63,0.7457627896154203,-0.008388007682344774,512.88,44.63,4.1,9.1,12.2,88.57,1.83,5.79,10.0,4.48,Yes,Red,Yes,1,9,305326.4999,1
2077,-0.04124314890112088,917.84,-0.185001385717543,0.9702128885912258,535.27,59.37,8.61,75.21,19.47,94.65,2.0,4.61,3.55,5.52,No,Red,Yes,1,17,262625.7679,1
2080,2.0875963617974724,1417.85,-0.4172218803030875,1.9488137848647964,138.31,41.78,8.69,57.76,23.05,99.9,0.66,8.74,8.18,7.39,No,Green,No,1,11,544342.8273,1
2082,0.4350514218889646,1138.61,0.2042190419193761,-0.008388007682344774,685.78,25.45,5.12,13.71,22.43,84.67,0.87,6.61,7.67,6.15,Yes,Blue,No,1,17,316336.3077,1
2083,0.11549282899250266,1029.16,0.8691855791323526,-0.008388007682344774,1397.89,20.42,8.87,28.41,3.05,99.9,1.48,8.43,6.02,7.16,No,Yellow,No,1,13,321897.853,1
2085,1.951563712170865,2149.1,2.568451295308102,-0.008388007682344774,224.55,51.59,10.0,2.76,6.93,98.36,1.06,5.68,8.85,9.32,No,Green,Yes,2,29,573415.5083,1
2087,1.9566645399287281,612.06,2.3083590433582484,0.9702128885912258,471.87,26.02,5.32,113.56,13.47,87.27,1.43,5.34,1.28,4.4,No,Green,No,2,20,464162.3578,1
2088,-0.16391305187292896,566.8,-1.1589198661306885,0.9702128885912258,148.47,21.49,8.89,52.86,48.85,88.19,1.21,4.22,4.93,6.45,Yes,Blue,Yes,1,29,162304.1971,1
2089,1.1925067273737833,1192.83,-0.09819616075692919,0.9702128885912258,105.48,22.01,8.99,19.73,6.23,98.4,0.88,4.81,8.39,6.82,No,Green,No,1,13,566775.9087,1
2092,1.9126377481430972,1379.79,1.5195537806568566,-0.008388007682344774,375.08,33.8,9.22,44.94,2.88,99.9,1.59,7.31,6.47,9.4,No,Blue,Yes,2,21,660172.8765,1
2097,0.08963044945646695,1116.92,-0.5150410525389736,-0.008388007682344774,522.11,29.75,6.11,15.31,44.16,92.34,0.35,5.56,6.61,8.46,No,Red,Yes,1,15,264522.6406,1
2099,0.8012542307633641,1010.83,0.6011901353222451,-0.008388007682344774,223.68,12.11,8.55,53.01,29.05,99.66,1.41,6.23,5.03,4.86,Yes,Red,Yes,1,12,343882.809,1
2100,0.12484093436092307,550.0,0.3606372340638227,0.9702128885912258,673.32,25.76,8.26,48.69,15.15,95.85,1.34,5.97,7.84,8.87,No,Green,Yes,1,8,180226.1282,0
2101,0.6929495084315003,1054.0,-0.7590107220382499,0.9702128885912258,735.07,1.03,7.38,95.72,4.33,91.59,0.57,5.38,7.94,4.23,No,Yellow,Yes,1,21,407967.145,1
2108,1.015117853175856,1260.53,-0.764023263044463,0.9702128885912258,594.33,28.69,6.93,20.67,0.98,89.45,1.22,5.31,5.63,7.32,No,Green,No,1,5,393042.4874,0
2109,0.8917979119724011,1234.68,0.6997369172908896,0.9702128885912258,339.68,38.87,8.71,48.42,18.73,97.23,1.1,6.14,0.17,0.73,No,Red,Yes,1,10,493129.6,1
